Unique ID,Card Name,Card Type,Card Stage,Rarity,Set,Series,Count,Image URL
1158,Bill's Transfer,Trainer,Supporter,U,"MEW, 151",SV,2,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV3PT5/SV3PT5_EN_156.png
1159,Mela,Trainer,Supporter,U,"PAR, Paradox Rift",SV,2,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV04/SV04_EN_167.png
1160,Larry,Trainer,Supporter,C,"PAR, Paradox Rift",SV,2,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV04/SV04_EN_165.png
1161,Tulip,Trainer,Supporter,U,"PAR, Paradox Rift",SV,3,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV04/SV04_EN_181.png
1162,Raihan,Trainer,Supporter,U,"EVS, Evolving Skies",SWSH,4,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SWSH7/SWSH7_EN_152.png
1163,Peonia,Trainer,Supporter,U,"CRE, Chilling Reign",SWSH,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SWSH6/SWSH6_EN_149.png
1164,Miriam,Trainer,Supporter,U,"SVI, Scarlet & Violet",SV,2,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV01/SV01_EN_179.png
1165,Roxanne,Trainer,Supporter,U,"ASR, Astral Radiance",SWSH,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SWSH10/SWSH10_EN_150.png
1166,Gloria,Trainer,Supporter,U,"BRS, Brilliant Stars",SWSH,2,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SWSH9/SWSH9_EN_141.png
1167,Cheren's Care,Trainer,Supporter,U,"BRS, Brilliant Stars",SWSH,5,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SWSH9/SWSH9_EN_134.png
1168,Salvatore,Trainer,Supporter,U,"TEF, Temporal Forces",SV,2,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV05/SV05_EN_160.png
1169,Ciphermaniac's Codebreaking,Trainer,Supporter,U,"TEF, Temporal Forces",SV,6,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV05/SV05_EN_145.png
1170,Morty's Conviction,Trainer,Supporter,U,"TEF, Temporal Forces",SV,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV05/SV05_EN_155.png
1171,Flannery,Trainer,Supporter,U,"CRE, Chilling Reign",SWSH,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SWSH6/SWSH6_EN_139.png
1172,Avery,Trainer,Supporter,U,"CPA, Champion's Path",SWSH,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SWSH6/SWSH6_EN_130.png
1173,Drasna,Trainer,Supporter,C,"SSP, Surging Sparks",SV,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV08/SV08_EN_173.png
1174,Geeta,Trainer,Supporter,R,"OBF, Obsidian Flames",SV,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV03/SV03_EN_188.png
1175,Cyrano,Trainer,Supporter,U,"SSP, Surging Sparks",SV,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV08/SV08_EN_170.png
1176,Hassel,Trainer,Supporter,U,"TWM, Twilight Masquerade",SV,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV06/SV06_EN_151.png
1177,Carmine,Trainer,Supporter,U,"TWM, Twilight Masquerade",SV,3,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV06/SV06_EN_145.png
1178,Kieran,Trainer,Supporter,U,"TWM, Twilight Masquerade",SV,2,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV06/SV06_EN_154.png
1179,Lucian,Trainer,Supporter,U,"TWM, Twilight Masquerade",SV,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV06/SV06_EN_157.png
1180,Lisia's Appeal,Trainer,Supporter,U,"SSP, Surging Sparks",SV,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV08/SV08_EN_179.png
1181,Drayton,Trainer,Supporter,U,"SSP, Surging Sparks",SV,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV08/SV08_EN_174.png
1182,Lana's Aid,Trainer,Supporter,U,"TWM, Twilight Masquerade",SV,2,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV06/SV06_EN_155.png
1183,Surfer,Trainer,Supporter,U,"SSP, Surging Sparks",SV,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV08/SV08_EN_187.png
1184,Caretaker,Trainer,Supporter,C,"TWM, Twilight Masquerade",SV,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV06/SV06_EN_144.png
1185,Cook,Trainer,Supporter,U,"TWM, Twilight Masquerade",SV,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV06/SV06_EN_147.png
1186,Perrin,Trainer,Supporter,U,"TWM, Twilight Masquerade",SV,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV06/SV06_EN_160.png
1187,Wishful Baton,Trainer,Tool,U,"BUS, Burning Shadows",SM,2,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM3/SM3_EN_128.png
1188,Powerglass,Trainer,Tool,U,"SFA, Shrouded Fable",SV,2,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV6PT5/SV6PT5_EN_63.png
1189,Handheld Fan,Trainer,Tool,U,"TWM, Twilight Masquerade",SV,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV06/SV06_EN_150.png
1190,Karate Belt,Trainer,Tool,U,"UNM, Unified Minds",SM,4,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM11/SM11_EN_201.png
1191,Metal Core Barrier,Trainer,Tool,U,"UNB, Unbroken Bonds",SM,4,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM10/SM10_EN_180.png
1192,Choice Helmet,Trainer,Tool,U,"LOT, Lost Thunder",SM,4,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM8/SM8_EN_169.png
1193,Escape Board,Trainer,Tool,U,"UPR, Ultra Prism",SM,2,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM5/SM5_EN_122.png
1194,Bodybuilding Dumbbells,Trainer,Tool,U,"BUS, Burning Shadows",SM,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM3/SM3_EN_113.png
1195,Ear-Ringing Bell,Trainer,Tool,U,"UNM, Unified Minds",SM,3,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM11/SM11_EN_194.png
1196,Beast Bringer,Trainer,Tool,U,"UNB, Unbroken Bonds",SM,3,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM10/SM10_EN_164.png
1197,Hustle Belt,Trainer,Tool,U,"CES, Celestial Storm",SM,2,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM7/SM7_EN_134.png
1198,Counter Gain,Trainer,Tool,U,"LOT, Lost Thunder",SM,2,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM8/SM8_EN_170.png
1199,U-Turn Board,Trainer,Tool,U,"UNM, Unified Minds",SM,3,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM11/SM11_EN_211.png
1200,Spell Tag,Trainer,Tool,U,"LOT, Lost Thunder",SM,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM8/SM8_EN_190.png
1201,Rapid Strike Scroll of the Skies,Trainer,Tool,U,"CRE, Chilling Reign",SWSH,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SWSH6/SWSH6_EN_151.png
1202,Stealthy Hood,Trainer,Tool,U,"UNB, Unbroken Bonds",SM,2,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM10/SM10_EN_186.png
1203,Cape of Toughness,Trainer,Tool,U,"DAA, Darkness Ablaze",SWSH,4,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SWSH3/SWSH3_EN_160.png
1204,Tool Jammer,Trainer,Tool,U,"BST, Battle Styles",SWSH,2,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SWSH5/SWSH5_EN_136.png
1205,Big Charm,Trainer,Tool,U,"SSH, Sword & Shield",SWSH,4,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SWSH1/SWSH1_EN_158.png
1206,Air Balloon,Trainer,Tool,U,"SSH, Sword & Shield",SWSH,8,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SWSH1/SWSH1_EN_156.png
1207,Poison Barb,Trainer,Tool,U,"SUM, Sun & Moon",SM,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM1/SM1_EN_124.png
1208,Telescopic Sight,Trainer,Tool,U,"VIV, Vivid Voltage",SWSH,4,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SWSH4/SWSH4_EN_160.png
1209,Rugged Helmet,Trainer,Tool,U,"CRE, Chilling Reign",SWSH,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SWSH6/SWSH6_EN_152.png
1210,Rock Chestplate,Trainer,Tool,U,"SVI, Scarlet & Violet",SV,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV01/SV01_EN_192.png
1211,Defiance Vest,Trainer,Tool,U,"PAR, Paradox Rift",SV,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV04/SV04_EN_162.png
1212,Exp. Share,Trainer,Tool,U,"SVI, Scarlet & Violet",SV,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV01/SV01_EN_174.png
1213,Future Booster Energy Capsule,Trainer,Tool,U,"PAR, Paradox Rift",SV,6,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV04/SV04_EN_164.png
1214,Ancient Booster Energy Capsule,Trainer,Tool,U,"PAR, Paradox Rift",SV,2,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV04/SV04_EN_159.png
1215,Rapid Strike Scroll of the Flying Dragon,Trainer,Tool,U,"EVS, Evolving Skies",SWSH,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SWSH7/SWSH7_EN_153.png
1216,Heavy Baton,Trainer,Tool,U,"TEF, Temporal Forces",SV,2,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV05/SV05_EN_151.png
1217,Rigid Band,Trainer,Tool,U,"MEW, 151",SV,3,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV3PT5/SV3PT5_EN_165.png
1218,Colbur Berry,Trainer,Tool,U,"SSP, Surging Sparks",SV,2,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV08/SV08_EN_168.png
1219,Passho Berry,Trainer,Tool,U,"SSP, Surging Sparks",SV,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV08/SV08_EN_184.png
1220,Binding Mochi,Trainer,Tool,U,"SFA, Shrouded Fable",SV,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV6PT5/SV6PT5_EN_55.png
1221,Super Scoop Up,Trainer,Item,U,"CES, Celestial Storm",SM,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM35/SM35_EN_66.png
1222,Super Scoop Up,Trainer,Item,U,"BUS, Burning Shadows",SM,2,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM3/SM3_EN_124.png
1223,Pokemon Communication,Trainer,Item,U,"TEU, Team Up",SM,4,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM9/SM9_EN_152.png
1224,Electromagnetic Radar,Trainer,Item,U,"UNB, Unbroken Bonds",SM,6,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM10/SM10_EN_169.png
1225,Mysterious Treasure,Trainer,Item,U,"FLI, Forbidden Light",SM,4,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM6/SM6_EN_113.png
1226,Acro Bike,Trainer,Item,U,"CES, Celestial Storm",SM,4,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM7/SM7_EN_123.png
1227,Dusk Stone,Trainer,Item,U,"UNB, Unbroken Bonds",SM,5,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM10/SM10_EN_167.png
1228,Aqua Patch,Trainer,Item,U,"GRI, Guardians Rising",SM,4,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM2/SM2_EN_119.png
1229,Devolution Spray,Trainer,Item,U,"UNB, Unbroken Bonds",SM,3,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM10/SM10_EN_166.png
1230,Stadium Nav,Trainer,Item,U,"UNM, Unified Minds",SM,2,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM11/SM11_EN_208.png
1231,Chip-Chip Ice Axe,Trainer,Item,U,"UNB, Unbroken Bonds",SM,2,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM10/SM10_EN_165.png
1232,Rainbow Brush,Trainer,Item,U,"CES, Celestial Storm",SM,2,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM7/SM7_EN_141.png
1233,Adventure Bag,Trainer,Item,U,"LOT, Lost Thunder",SM,2,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM8/SM8_EN_167.png
1234,Rotom Dex,Trainer,Item,U,"BUS, Burning Shadows",SM,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM3/SM3_EN_122.png
1235,Electropower,Trainer,Item,U,"LOT, Lost Thunder",SM,3,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM8/SM8_EN_172.png
1236,Welcoming Lantern,Trainer,Item,U,"CRE, Chilling Reign",SWSH,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SWSH6/SWSH6_EN_156.png
1237,Lost Blender,Trainer,Item,U,"LOT, Lost Thunder",SM,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM8/SM8_EN_181.png
1238,Mixed Herbs,Trainer,Item,U,"LOT, Lost Thunder",SM,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM8/SM8_EN_184.png
1239,Surprise Box,Trainer,Item,U,"UNB, Unbroken Bonds",SM,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM10/SM10_EN_187.png
1240,Rare Candy,Trainer,Item,C,"SVI, Scarlet & Violet",SV,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV01/SV01_EN_191.png
1241,Rare Candy,Trainer,Item,U,"SSH, Sword & Shield",SWSH,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SWSH1/SWSH1_EN_180.png
1242,Wait and See Hammer,Trainer,Item,U,"LOT, Lost Thunder",SM,4,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM8/SM8_EN_192.png
1243,Reset Stamp,Trainer,Item,U,"UNM, Unified Minds",SM,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM11/SM11_EN_206.png
1244,Max Potion,Trainer,Item,U,"GRI, Guardians Rising",SM,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM2/SM2_EN_128.png
1245,Moomoo Cheese,Trainer,Item,U,"VIV, Vivid Voltage",SWSH,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SWSH4/SWSH4_EN_156.png
1246,Crushing Hammer,Trainer,Item,U,"SSH, Sword & Shield",SWSH,2,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SWSH1/SWSH1_EN_159.png
1247,Crushing Hammer,Trainer,Item,U,"SUM, Sun & Moon",SM,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM1/SM1_EN_115.png
1248,Life Herb,Trainer,Item,U,"CES, Celestial Storm",SM,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM7/SM7_EN_136.png
1249,Moomoo Milk,Trainer,Item,U,"LOT, Lost Thunder",SM,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM8/SM8_EN_185.png
1250,Hyper Potion,Trainer,Item,U,"SSH, Sword & Shield",SWSH,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SWSH1/SWSH1_EN_166.png
1251,Rescue Stretcher,Trainer,Item,U,"GRI, Guardians Rising",SM,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM2/SM2_EN_130.png
1252,Ordinary Rod,Trainer,Item,U,"SSH, Sword & Shield",SWSH,4,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SWSH1/SWSH1_EN_171.png
1253,Level Ball,Trainer,Item,U,"BST, Battle Styles",SWSH,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SWSH5/SWSH5_EN_129.png
1254,Beast Ball,Trainer,Item,U,"CES, Celestial Storm",SM,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM7/SM7_EN_125.png
1255,Net Ball,Trainer,Item,U,"LOT, Lost Thunder",SM,2,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM8/SM8_EN_187.png
1256,Friend Ball,Trainer,Item,U,"CES, Celestial Storm",SM,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM7/SM7_EN_131.png
1257,Great Ball,Trainer,Item,U,"SSH, Sword & Shield",SWSH,5,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SWSH1/SWSH1_EN_164.png
1258,Great Ball,Trainer,Item,U,"PAL, Paldea Evolved",SV,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV02/SV02_EN_183.png
1259,Dusk Ball,Trainer,Item,U,"SSP, Surging Sparks",SV,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV08/SV08_EN_175.png
1260,Quick Ball,Trainer,Item,U,"SSH, Sword & Shield",SWSH,9,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SWSH1/SWSH1_EN_179.png
1261,Evolution Incense,Trainer,Item,U,"SSH, Sword & Shield",SWSH,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SWSH1/SWSH1_EN_163.png
1262,Pokeball,Trainer,Item,U,"SVI, Scarlet & Violet",SV,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV01/SV01_EN_185.png
1263,Scoop Up Net,Trainer,Item,U,"RCL, Rebel Clash",SWSH,7,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SWSH2/SWSH2_EN_165.png
1264,Electric Generator,Trainer,Item,U,"SVI, Scarlet & Violet",SV,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV01/SV01_EN_170.png
1265,Techno Radar,Trainer,Item,U,"PAR, Paradox Rift",SV,3,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV04/SV04_EN_180.png
1266,Energy Switch,Trainer,Item,U,"CES, Celestial Storm",SM,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SWSH1/SWSH1_EN_162.png
1267,Energy Spinner,Trainer,Item,U,"UNB, Unbroken Bonds",SM,4,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM10/SM10_EN_170.png
1268,Turbo Patch,Trainer,Item,U,"DAA, Darkness Ablaze",SWSH,4,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SWSH3/SWSH3_EN_172.png
1269,Capacious Bucket,Trainer,Item,U,"RCL, Rebel Clash",SWSH,3,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SWSH2/SWSH2_EN_156.png
1270,Fog Crystal,Trainer,Item,U,"CRE, Chilling Reign",SWSH,3,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SWSH6/SWSH6_EN_140.png
1271,Earthen Vessel,Trainer,Item,U,"PAR, Paradox Rift",SV,3,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV04/SV04_EN_163.png
1272,Technical Machine: Turbot Energize,Trainer,Tool,U,"PAR, Paradox Rift",SV,2,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV04/SV04_EN_179.png
1273,Technical Machine: Blindside,Trainer,Tool,U,"PAR, Paradox Rift",SV,2,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV04/SV04_EN_176.png
1274,Technical Machine: Devolution,Trainer,Tool,U,"PAR, Paradox Rift",SV,4,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV04/SV04_EN_177.png
1275,Crushing Hammer,Trainer,Item,C,"SVI, Scarlet & Violet",SV,2,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV01/SV01_EN_168.png
1276,Snorlax Doll,Trainer,Item,U,"PAR, Paradox Rift",SV,3,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV04/SV04_EN_175.png
1277,Field Blower,Trainer,Item,U,"GRI, Guardians Rising",SM,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM2/SM2_EN_125.png
1278,Energy Loto,Trainer,Item,U,"ASR, Astral Radiance",SWSH,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SWSH10/SWSH10_EN_140.png
1279,Power Tablet,Trainer,Item,U,"FST, Fusion Strike",SWSH,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SWSH8/SWSH8_EN_236.png
1280,Awakening Drum,Trainer,Item,R,"TEF, Temporal Forces",SV,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV05/SV05_EN_141.png
1281,Cover Fossil,Trainer,Item,C,"SCR, Stellar Crown",SV,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV07/SV07_EN_129.png
1282,Glass Trumpet,Trainer,Item,U,"SCR, Stellar Crown",SV,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV07/SV07_EN_135.png
1283,Dragon Elixir,Trainer,Item,U,"SSP, Surging Sparks",SV,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV08/SV08_EN_172.png
1284,Bug Catching Set,Trainer,Item,U,"TWM, Twilight Masquerade",SV,2,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV06/SV06_EN_143.png
1285,Scoop Up Cyclone,Trainer,Item,R,"TWM, Twilight Masquerade",SV,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV06/SV06_EN_162.png
1286,Deduction Kit,Trainer,Item,U,"SSP, Surging Sparks",SV,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV08/SV08_EN_171.png
